CommentID,VideoID,VideoTitle,AuthorName,AuthorChannelID,CommentText,Sentiment,Likes,Replies,PublishedAt,CountryCode,CategoryID
UgxVX5uSAvVwlb9alvV4AaABAg,aWv75Ifwcc8,CADEL IS OVER BEING THE THIRD WHEEL! 😢 - #dance #trending #viral #couple #funny #shorts,@Nupuirdas-12,UC5zDc2TbsTv1WgeoBohbRTw,Nice,Positive,0,0,2025-01-13 15:51:45,AU,24
Ugy8ChiERkahSWOBJBZ4AaABAg,RNh8VHc8qkk,All about Digital Marketing | Simply Explained,@pratishekurke9774,UC9DbUUFRBmnG1A3nBXPrksw,Tum bahut ache se samjati ho,Positive,2,0,2022-01-08 06:53:21,IN,27
Ugz5fLqMvIm14lt1nhl4AaABAg,ztOmD1MH4rE,Muay Thai is a Game of Inches 📏💀#onechampionship,@kevindean1327,UC-LfV-YkkNsOKI6cD0gWE0w,"Fighting is a game of inches I do agree but the bigger factor is that it is a game of deception, it’s like music, the space between the notes are as important as the notes.",Positive,0,0,2025-01-12 02:23:37,AU,17
Ugx9W79dACtzML4QFld4AaABAg,Eu4wnwUbRBc,Republican Liar Left STUNNED By Competent Democrats,@wolfchief7952,UCvRMlAtyWcnYXSg4Kw-zHOw,Republicans need to stay out of people personal business.,Positive,7,1,2022-07-21 17:29:44,US,25
UgwsHJN_2hCkVL1bm-t4AaABAg,SXa6CnDxsmE,Joe Biden and Donald Trump face off in first presidential debate – watch live,@elifturker9983,UCySEQPoTkyujtQJ3RoH5aJw,the lack of listening skills is actually terrifying,Negative,233,5,2020-09-30 21:14:24,GB,25
Ugzlv1X3upHX66cCmEV4AaABAg,h9FlJKFWawM,Russia launches military attacks on Ukraine | DW News,@saintzmipaapa5522,UCroVHYPahQAh0InTOgPKRpA,tell nato to stop expanding. then you will understand that territories are being craved,Negative,0,0,2022-12-17 19:01:46,DE,25
UgziLGVfY88HnypCS7N4AaABAg_aug,LTaiNs3vu38,"this is detrimental, can't believe this happened, & tommy came to visit me | vlog",AugmentedUser,AugmentedCID,"""Girl, I'm gonna revoke your nail privileges.""",Negative,0,0,2025-02-04 01:54:03,CA,22
UgwNu2djLXfWr75Tei94AaABAg,vN4lXLQRvW0,Android or Apple 💀,@JdjxhJdjxhd,UCNKyKLGTm5-RpBjPSZ3S9uw,Samsung 💀☠️☠️☠️😎😵😵😯😯😵😎☠️😎😯😮‍💨😯🤫😎😮‍💨😵😮‍💨😯😵😮‍💨😎🤫😵😮‍💨😯.  Apple 🤢🤮🤢🤮👎💩👎👎💩🤢🤮🤢🤮💩💩,Negative,0,0,2025-01-12 18:22:29,AU,28
UgwWSL8ImMpUAdmxUpZ4AaABAg,sVKwZoxnLgw,The instructor couldn’t stand it…🤢 #cars #thegrandtour #topgear,@michealofloinn2539,UCsIdkMpLZCMfUQ4mtpzvibA,It’s like steering a tractor with the left and right brake s,Negative,0,0,2024-12-31 09:35:26,NZ,2
UgyuSEwAZs5ZJvWoS1B4AaABAg,w7ejDZ8SWv8,React JS Crash Course,@prenomnom5637,UC4_hpGip-abHIuxdU97XU5Q,Are you serious? I was just planning to start learning React! haha this is awesome 😄,Positive,17,1,2021-01-18 19:19:36,US,27
Ugxs2qmYLDILYRhVBFN4AaABAg,-W2lE1bVlMc,RIDING IN THE DISASTER ZONES FROM LA WILDFIRES.. *FOOTAGE*,@SurfinBird313,UChTDM4zqP_3X7aC4q6z25zA,It looks like they put the breaking bad font over the whole landscape. Poor people,Negative,0,0,2025-01-15 02:07:35,NZ,2
UgxnWXWxG6FAQAKwx994AaABAg,LTebSNCCQGg,Dad Gives Financial Advice How to Pay Off Mortgage Faster,@thefinegameofnil7158,UC2Y0DP5c9LIvEGPADP45xSA,Now ask him about the fees the banks tack on for early repayment,Negative,0,0,2025-01-13 19:51:46,IE,26
Ugyc2Bt-9I0mrTwkgW94AaABAg,wI5J7uoiZVs,Kittens Found On Train Track Dump😨 @JacobFeder,@Pinky463-u4g,UC9rG5WBjdItD-oJa9eh7Bqg,That’s Hannah feather and her brother,Neutral,0,0,2025-01-10 22:50:07,US,15
Ugybsw9KeM1m-TtX4514AaABAg,Uw11z0D94SU,Ukraine Invasion: Foreign Secretary says attacks could be 'beginning of the end' for Putin,@deborawilliams6390,UC8qkTYk6PY8EanbjY_f5nsQ,Great discussion.  No Western or Eastern European country should rely on Russia for any energy supply,Positive,76,3,2022-02-27 12:23:13,GB,25
UgzE2y2MGNc0Fugjlk54AaABAg,0pBebb_8-ec,Fact Checker Calmly DISMANTLES Elon’s Relentless Lies | The Kyle Kulinski Show,@sydsurfman012,UClULdg8xbJotnWGSaK9ADeQ,"Musk is a child minded moron, given a leg up by wealthy parents , invariably gained by illegitimate means in South Africa !",Negative,0,0,2025-01-21 19:14:56,US,25
Ugx1FNlHnHaBXXt7bGl4AaABAg_aug,w1o4Bp8tBg8,Why is Russia taking such major losses in Ukraine? | DW News,AugmentedUser,AugmentedCID,"8 generals, 1 heavy cruiser, and a landing ship tank are present.",Neutral,0,0,2025-02-05 02:18:35,DE,25
Ugz3LoMBTc9ifHrEVex4AaABAg,p15xzjzR9j0,Mastering Python - Everything You Need To Know To Become a Python Master,@muradqumizakis8428,UCHFDALiBR1BbEFJYllIcRxw,i dont think you understand how helpful you are. this might one of the most helpful vids to get you started with python. thank you!!,Positive,0,0,2021-02-20 00:56:22,US,27
UgxaTCq5yypV9bJz9R54AaABAg,wfNX1cHk-fE,Find your dream job without ever looking at your resume | Laura Berman Fortgang | TEDxBocaRaton,@adamdabomb1113,UCc8hcgRUKxixi_aQ-u58oqg,Fantastic!,Positive,0,0,2023-05-23 02:50:09,US,25
UgzR8CMED7uV34OX6Lh4AaABAg,3lr7TcLoIVo,Every real trucker knows this driver is actually winning this battle 💪 #truck #automobile #snow,@michaeltaylor4984,UCxT5fl3DkQgIhhfMAQ_Mhxw,"Every winter day on I40 in Albuquerque,  NM",Neutral,0,0,2025-01-11 01:11:42,US,2
UgwcnOEErL4_z9-rMmJ4AaABAg,S0ajQiz7JHc,These are all the executive orders that President Trump signed on his first day back in office.,@ILOVEGOD-b2l,UCpvzyU3FgezaxdA_bgNZ3Ew,Amen! Hallelujah 🙏 Thank you President Trump!,Positive,5,0,2025-01-22 02:19:02,US,25
Ugx2wI4IiVVNEqnEtaV4AaABAg,r-uOLxNrNk8,"Data Analysis with Python - Full Course for Beginners (Numpy, Pandas, Matplotlib, Seaborn)",@nzubeonuigwe3315,UCmNKiqZuBttm-eu02fxt-HA,Impressive and helpful tutorial. Thanks for this amazing teaching.,Positive,3,0,2020-05-29 08:16:13,US,27
UgzEJ017d46m8sw3dUN4AaABAg,d6qhjOOWLIA,Carry Minati Tries American Snacks,@Rohan-x9p6m,UCDj3k29QrYNbOeMdvOjarQQ,❤❤❤,Positive,0,0,2025-01-12 06:27:33,CA,26
UgwRxsEvJ4BvQmD6F-h4AaABAg,1gXqY7AvoZY,Which do you prefer? Wired or Bluetooth Ear Buds? (Or regular headphones?)  #relatable #millennial,@-LoneWolf-,UCBjl6BsihQBIIQeC0MTGX2w,Lol my wired earbuds just stopped working today :(,Negative,0,0,2025-01-10 22:06:55,CA,28
UgyYB5qokDo5Mtdezzx4AaABAg,RIAFJlneYZc,The Scariest Way to Go Down a Waterfall (@naelimitsadventure),@ennz69,UCKgUe0f3mScPECglix_Y1-w,"That looks like some COLD!! glacial runoff, No thanks..",Negative,1,0,2025-01-09 01:39:37,CA,26
UgzRN79YMU8pWDeffAp4AaABAg,E371J--7Fj8,Hoy nos 🌵venimos a montar 😱este hermoso potrillo 🏇🏻dale like 👍 comparte 😎,@Antonio-h9b8n,UCq0H6HLMoHM83RLc5jGGezQ,Caballo entrenado. A mí no me hacen wey.,Negative,0,0,2025-01-11 04:14:30,US,15
UgzpEoHSq0Oi0-QG7fZ4AaABAg,aq2ax4hm7Vc,Dream Situation is not very Insane,@realkinggggggggg,UCApjV7xShzxRF5-6lC3SdwA,wait whos dream again?,Neutral,0,0,2025-01-13 13:34:07,IE,20
UgyufCRXmvZOMPsiNVZ4AaABAg,axcivF1Juqc,NEVER Disrespect Kayleigh McEnany,@farmer9180,UCxlzuZ573sND7ohuRvnhTxQ,cnn =certainly not news,Negative,0,0,2025-01-13 19:48:08,NZ,25
UgxKRmdIDp-d3WuluH14AaABAg,ba0her9ldv4,No one told us it was a roller coaster 😭,@Tra-n4u,UCp6LsuYg8_Eash2iDcOBuYA,"Wow, oh wooooowwww, wow, that’s what I’m saying, woooooowww so mysterious",Positive,0,0,2025-01-14 03:15:54,IE,26
Ugzp929G45k7y7bbe0x4AaABAg,cqvvfdQXbrw,Six events in six days at the same arena 😧,@borjatarazona8909,UCBqrkV5nWpMv1yJfD6EtEOg,El Bernabéu tarda eso en esconder todo el cesped 🥵,Neutral,0,0,2025-01-10 10:55:39,US,17
UgxWFdZjsBzSREkLsnB4AaABAg,UNREX90YR_s,When your mom says no to a sleepover.. ❌😭 #relatablestories #comedy #funnymemes,@rabiarahat693,UCPcJiQWNwjjzaYHBvQqPuJA,"He's either:

• Eating 
• Popping from side to side 
• Shaving",Neutral,3,0,2025-01-11 16:04:37,AU,24
UgxqgyL-XGnzlet5TO94AaABAg,8b0Fzb3NWoQ,Finding the athlete with the highest jump🤯​⁠​⁠@TannerWittNation  #jump #challenge #athlete,@YourAboveAverageCousin,UCRDxY77hAUzAunF-CYV3wCw,No shit,Negative,1,0,2025-01-11 01:12:12,US,17
UgzGniXORLBJr2smMu94AaABAg_aug,apWi16EROKc,Who would pay $120 for a Raspberry Pi?,AugmentedUser,AugmentedCID,"Thanks Jeff, prices skyrocketed during lockdown and never decreased afterwards, which applies to everything. 🙌",Negative,0,0,2025-02-03 16:19:47,AU,28
UgyddpEP8c-uopTDrDZ4AaABAg,PrVOM7M5nEY,Basic Syntax Of A C Program: C Tutorial In Hindi #5,@JISHANMALIK-wl5qw,UCXdj3ryZ0hmGk4BBH9bobqw,yes sir chahiye,Positive,0,0,2024-10-12 05:47:46,IN,27
UgwD4gIhML-v5pSnbV54AaABAg,wad8J2hRdpo,"Trump, US decline, and global chaos - Robert D Kaplan interview | US politics | The New Statesman",@jonasandreo5043,UC3Y4Jsv9ES9xlNzh_zEXLJA,Is China declining? Are you serious??? It does not look like.,Negative,0,0,2025-01-11 01:55:46,GB,25
UgxmsERlANonABBvCZR4AaABAg,myPFXZPNidg,I didn't Think This Was Possible (@driving_lessons),@ramonramon4597,UC28QNOB1XOSPDd-1biufJZQ,GORILLA VS CHIMPANZEE 😀😀😀,Neutral,0,0,2025-01-14 15:27:31,IE,2
UgyqHW8Wm2d6p-wRrgR4AaABAg,NdVBOT2FFNI,Ben Shapiro Reviews “Squid Game”,@duvall5jd,UCML_phvoaC1-02x2kKldQJA,"It’s a South Korean show, it would be nothing close to ANTI-capitalism. It’s more like warning you about the dangers of unchecked capitalism.",Neutral,0,0,2025-01-19 05:49:44,US,25
Ugwr_2FDM1b10ibjp2p4AaABAg,Xg5TBryM9WI,From Trash to Treasure 💎💸 (@cinema_chelsey on TikTok) #shorts,@penelopekeys8911,UCucxAvC4QNKnYuHTowJGFcA,Those items should go in the list and found. If not found after 3 months then she should keep those items.,Neutral,0,0,2025-01-13 13:37:30,AU,24
UgxlBnPg0ZmyqeQ6J6l4AaABAg,Yt0JC8Z7cOY,HERBERT BAUTISTA KULONG! Ruffa Gutierrez,@thecatalysttv1083,UCqQz7ZE_fPzbbhwyCNMTn_Q,Sa ibang bansa bitay ang mga ganyang kurap n politiko.kaya dapat sa pinas din gawin yn ng maubos n sila,Positive,0,0,2025-01-21 06:24:23,PH,25
UgylDso_FCoXMdl0vm94AaABAg,JROVTwriXns,Ukraine-Russia talks end with no breakthrough | DW News,@3nien,UCY17FYy4wObP--4pKTjlaQg,"What about Iraq, Afghanistan, Syria, Libya.... Palestine... Yemen..",Negative,0,0,2022-03-01 20:58:59,DE,25
UgzdMTfSr0OpV60LWO14AaABAg,ZVbKpppkYZk,Kid Rock takes swipe at Michelle Obama for skipping Trump's inauguration,@ernestmerritt6648,UCf1kmXUFV1uahQsi2HwAoMw,Nobody disrespects the office as much as Trump and his supporters(January 6th),Negative,0,0,2025-01-20 21:40:11,US,25
Ugxriy_6QX3qY2flPRp4AaABAg,S9uZ7tPnY80,Aerial footage reveals destruction amid Los Angeles fire,@yusufsaid8911,UCn0wE3WOaesg_Nhhluwa-Aw,GAZA IN AMERICA. FIRE HAVE THE RIGHT TO DEFEND ITSELF AGAINST GENOCIDE COMPLICITY,Negative,165,0,2025-01-10 17:23:04,GB,25
Ugz-Mfy6CIPHRsJgGOB4AaABAg,rRTjPnVooxE,While loops in Python are easy ♾️,@ahmadrandhawa238,UC01gR2qrb1StKtJgVohFRQQ,Good one sir,Positive,2,0,2023-02-21 13:52:04,CA,27
UgwU2U6Rjd8-OaRNEFl4AaABAg,BVfCWuca9nw,#32 Python Tutorial for Beginners | Functions in Python,@indradeepchowdhury9430,UCPi_l_osZ6EALJjwrzbaR3A,This is very helpful...... Thank you sir,Positive,3,0,2019-10-24 20:08:27,IN,27
Ugwu7yMJPBwz1xOm8S54AaABAg_aug,8JJ101D3knE,Git Tutorial for Beginners: Learn Git in 1 Hour,AugmentedUser,AugmentedCID,"I'd prefer if you demonstrated the actual installation process, specifying which settings to select and which ones not to. As a beginner with no prior knowledge, it's best to provide detailed guidance and assume the viewer knows nothing. If I need to search for information outside the video, I consider it a failure and it defeats the purpose of a learning video. It's important to stop skipping over the installation steps and what configuration options to use. Please show your screen during the configuration process, instead of just starting with 'here in the terminal window...'. Without first showing how to open the terminal across different OS versions. I use Windows, so do I use Git Bash, Git CMD, or Git GUI?",Negative,0,0,2025-02-02 14:06:08,AU,27
UgzokkG0L86h5u-cCad4AaABAg,MhgYIMEG1Zo,Invisible Woman: Unseen Force | Character Reveal | Marvel Rivals,@BucketJosh,UChEH_eKDZrOJjhcdzYjI4jA,"“Jarvis, maximum pulse that circle of invisibility”",Neutral,17913,95,2025-01-07 16:08:11,NZ,20
UgynCT59DIuwJiRpzB54AaABAg,dBE2eZjf7Rw,Make Native Android and iOS apps using web development skills - React Native,@neonemesis8055,UCiI0d9hKLJX6lF8xOUjo9XA,"Damn, this video is old.",Negative,0,0,2019-05-31 17:02:19,IN,27
UgxGfu9HDr_0urM4Bih4AaABAg,s0qfEPd81RY,She Didn’t See It Coming… How He Calmly Ended It 💔😌,@ThomasKopatich-g3o,UCgAhWUl42PhGzKMXxxmjtfQ,Is it in you're best interest to start a.    Fight. Win the fight and still keep it.    Going. Men.......if she's  not the right.  One .walk away.stale left behind and. Fresh air in front. Don't do it again.,Positive,0,0,2025-01-15 15:34:04,NZ,15
UgzBvJ2vAxcVG87sAHl4AaABAg,sKniMxl9zwo,Trump’s Reaction During ‘Abuse of Power’ Says It All,@crisyoungdog9565,UC6A5OdFovChYWlbFCDjT3DQ,He even sits like a Slob!!,Negative,113,14,2025-01-09 23:20:17,IE,25
UgzphcOdyZFqiB6cpt94AaABAg,ESnrn1kAD4E,"CSS Tutorial for Beginners | Complete CSS with Project, Notes & Code",@ICY_27,UCKZdKE18ysLeQN4O_eSFqNQ,"day  1 : did first 01:05:35 got to know about colors styling
next 3 days did nothing due to assignment 
day 4: 1:49:04 great insights on font management",Neutral,0,0,2025-01-25 11:24:44,IN,27
UgykIhgapJGl4XNcJHB4AaABAg,Wy9q22isx3U,Vue JS Crash Course (2019),@gaborszekely8387,UCCw37MkD9QBuBZ61IlAExtA,"Any chance you could do an intermediate-level series for Vue/Angular? I feel like everyone only focuses on these introductory level videos but I would love to see some of the more advanced features of these frameworks as well. Cheers, and happy 2019!",Neutral,5,0,2019-01-27 13:55:17,US,27
UgwSXMEN60Lk7gpTq_54AaABAg,zehwgTB0vV8,Create a QUIZ GAME with Python 💯,@DiamondMan1,UC_somsg3d-E8oIOKE3QeP3w,"this is gonna be so useful im glad i found this channel
bc of this channel my brother also got into coding",Positive,10,2,2022-11-23 16:12:02,CA,27
UgzcgU-JD98YLavTcdl4AaABAg_aug,NCwa_xi0Uuc,ES6 Tutorial: Learn Modern JavaScript in 1 Hour,AugmentedUser,AugmentedCID,"I usually enjoy Mosh's tutorials, but I found this particular one very hard to understand.",Negative,0,0,2025-02-02 14:06:47,AU,27
UgyQZAQ8Oocr8kcm8Z54AaABAg,5dFscU0Q2Ng,The Most Intense Game of Uno,@Silent-k8x,UCLNMFBWn1dg-2eaNeY1vIXg,I’m convinced uno is a relationship destroying game,Positive,0,0,2025-01-13 15:31:17,AU,26
UgyJmISU41i4AoJALWd4AaABAg,EEBzCKBcuFk,$2300 device turned into brick by cloud security check that manufacturer no longer supports,@nes999,UCYuSfkgDUoZGXww_CjCamxA,"Fun fact. My mother found our NES from when we were kids. She wanted to play super Mario to reminicice of the times we as a family played.

December of 2024, it turned on just fine. Almost 40 years old and it still works.",Positive,1842,63,2025-01-10 03:03:22,CA,28
UgxZcMp5MF1y6obxxTd4AaABAg_aug,wty6OROO__8,#5 Servlet and JSP Tutorial | Create Servlet and web.xml Config,AugmentedUser,AugmentedCID,"Hello, I'm using Eclipse Neon and Tomcat 9, and I'm getting a 404 error despite following the video instructions exactly. The server is not finding the resource.",Negative,0,0,2025-02-02 15:32:46,IN,27
Ugzi2e1z55JLBAnh9_h4AaABAg,eTYTaITImSM,"DEBUNKED: AOC's ""Evil Billionaire"" Myths",@ryanjames9599,UCkelf3aAk6WkJBwP4fYbZzg,"She's paying illegal violent criminal immigrants to stay in New York rent free, while she gives them monthly checks. 

When our own people are struggling.

Doesn't make sense.

ANYONE who supports a word this EVIL women says is a complete terrorist.",Negative,0,0,2024-02-26 02:56:03,US,25
UgyMLv7qVErUSYMr9VF4AaABAg_aug,dQ7C4IwIQFo,We twin-turbocharged Jay Leno's V12 Hemi Tank Car,AugmentedUser,AugmentedCID,"10,000 bloody pounds for a vehicle?",Negative,0,0,2025-02-04 08:24:02,NZ,2
Ugzt0O_PePzWT0snCet4AaABAg,Eu-flDNuwkw,BREAKING: UNITED HEALTH CEO KÍLLER IDENTIFIED & CAUGHT,@rictor-l8y,UCYFbpicj0ftIBOH1eJaZHHw,Eating at McDonald's is bad for you.,Neutral,0,0,2024-12-10 12:03:52,US,25
UgyOI4wamG5Vb6pNeKh4AaABAg,TIEjsdRkeAg,KAYA PALA TINANGAL SI ZALDY CO. MARTIN ROMUALDEZ ISUSUNOD KAYA?,@ritchiesison5510,UC7SL-CR3HPnKAfPpibxmsDQ,Resign as Chairman of  Appropriations Committee dahil health concern but stays as a regular congressman… how ironic,Negative,0,0,2025-01-20 07:41:53,PH,25
UgxoZM_6MtQVj0WXZUV4AaABAg,EvRs-zCrwsQ,"Alegasyon ni ex-pres. Duterte sa 2025 nat'l budget, 'kasinungalingan' – PBBM",@MoonLight-in2ni,UCIvl2EPW-4vtw8pHo9FVLrg,Bangag nadin pati media mali mali nirereport😅,Negative,1,0,2025-01-20 15:02:44,PH,25
UgxvNPj4qXz83mOBz554AaABAg,c03UI-5e9FM,Fox Guest: Trump Is Literally Killing Us,@avistumpkin8609,UC77Gc8SqwPqK6bpaK2uIjfw,"People suicide,  because of there vote. Went to PRISON because they voted for Trump. LOSED OF COMPANIES because they voted for TRUMP.  STACK OF LIES.",Negative,4,0,2019-06-16 13:20:34,US,25
UgwXczHBhxKRa8O7P9V4AaABAg,HsN7AGa7GCI,Watters: Here’s the latest on what caused the fire,@wijpke,UCBhldKUH-vwUwU2tpx1E93Q,Bad management 😊,Negative,0,0,2025-01-20 09:09:20,CA,25
UgwEriWuZ7ArD7vLv9N4AaABAg,bXZWlDZXnOo,Every Village Has One…😭🤦🏻‍♂️ #BrokenDown #BadDriversUK #Stuck #FloodedEngine #Fyp #KenilworthFord,@jimfromleicester897,UCxS7nruSM0s5492WTw7yO0w,Richard Cranium strikes again 😅,Negative,5,1,2025-01-08 20:03:11,GB,2
Ugxdl3QqFkIVMDwZAJV4AaABAg_aug,p0bGHP-PXD4,"Build a Responsive Website | HTML, CSS Grid, Flexbox & More",AugmentedUser,AugmentedCID,the stats-heading margin cannot be automatically adjusted because the my-1 setting is overriding the margin. Perhaps using !important or just removing the my-1 class for the h2 would solve it.,Neutral,0,0,2025-02-05 00:16:23,US,27
Ugz18n0yN42shy9C_qJ4AaABAg_aug,4H7Cp_S31Q0,Top 5 programming language for 2021,AugmentedUser,AugmentedCID,"Next video idea: What steps should we take after learning the Top 5 programming languages for 2021? Specifically, what projects can we develop using each of these languages?",Neutral,0,0,2025-02-05 10:24:57,IN,27
UgzGWxx9gvliSgChIH54AaABAg,qHPonmSX4Ms,OpenAI Assistants API – Course for Beginners,@george_davituri,UCBYzK-HmsQYOrQC2Rbr9QyQ,awesome,Positive,0,0,2024-09-02 17:26:37,US,27
Ughvr_KNz_rlt3gCoAEC,MbXzVrzTXHQ,What is your Polygamy? | Lance Allred | TEDxSaltLakeCity,@no-saveno-save4530,UCWDE92YQC186Xrca55NLmVQ,1,Neutral,1,0,2017-02-16 01:35:05,US,25
UgwpPdSHw2UdgpnNDXZ4AaABAg,ba0her9ldv4,No one told us it was a roller coaster 😭,@hannahcasey5957,UC0z4hVDQ9IqIH5W-LYsXT1g,The voice 😭😭 😭,Neutral,0,0,2025-01-14 12:33:51,IE,26
UgxjL-_4vWo43iHOpQd4AaABAg_aug,7fHBgiruWI0,Puzzles for Software Engineers | Google #3,AugmentedUser,AugmentedCID,"It takes 17 minutes to go across and 1 minute to return, which means a single person going twice takes 2 minutes, resulting in a total of 19 minutes.",Negative,0,0,2025-02-02 11:20:29,IN,27
UgxjCRelHDPlfBafRyV4AaABAg_aug,Bxdt6T_1qgc,Coding Challenge 181: Weighted Voronoi Stippling,AugmentedUser,AugmentedCID,"The shoelace formula is a well-known method for calculating the area of a polygon! Mathologer, among others, has an excellent video explaining it.",Neutral,0,0,2025-02-05 03:47:15,US,27
UgySIPA3bH4STbOZCyV4AaABAg,SWZ_4YBFBhs,React.js vs Angular vs Vue,@gorgono1,UCRVvvcYRAzrS6n2Qp6AxAiw,I just bought your Vue js course on Udemy and I am really excited! You are great tutor!,Positive,0,1,2018-12-01 11:56:52,DE,27
UgzAsjp3_YQyVtYqIQB4AaABAg,Y0qMkfycy_o,Flash floods cause havoc in Europe,@donmcleanv2318,UCEYDKxuezfSxuvDJ40D8Yow,Funny how the world rejoices over this but not war crimes being committed against Palestine and the hunger crisis in Yemen and the economic crisis in Lebanon. Double standards much?,Negative,4,1,2021-07-18 09:30:21,GB,25
UgxmHCL9Yqzeue60EEB4AaABAg,8d8T_nFjvdM,Russia announces it will carry out strikes on Kyiv government facilities | DW News,@LLubdeRr,UCS0OnHi7TOfq3XqA4VuD7WA,Putin totaly snaped… this man lost his mind… unbelieveable,Negative,130,14,2022-03-01 16:19:37,DE,25
UgyRqlcmiy85zdAhc914AaABAg,VozPNrt-LfE,React Native Crash Course | Build a Complete App,,UC_AR7OR1TME-r_ChNMLiKnQ,Is it just me or this guy looks like a Seth Rogan? 😁 Great tutorial btw.!,Positive,0,0,2023-03-06 09:17:58,DE,27
UgzAk6LNeTlTlsmFgCN4AaABAg,UNREX90YR_s,When your mom says no to a sleepover.. ❌😭 #relatablestories #comedy #funnymemes,@Saturo_gojo_yowai_mo,UC_AEQhp9hSPMZeRxY-hoFTw,Stop yapping and answer y u shave soo much,Negative,0,0,2025-01-13 05:06:31,AU,24
Ugw-ZeS0F2m2lUSKJFl4AaABAg,ValNmVkrzSw,Matt Damon ROASTS Deranged Republicans In VIRAL Throwback | The Kyle Kulinski Show,@colibri1,UC8nrgwg6LVjQDnWpy0xBTjg,This attack on teachers and education that began with Reagan in the 1980s is just perplexing and sad.,Negative,3177,215,2024-12-24 23:48:16,US,25
UgzzXzdYzlOTNVEwb1V4AaABAg,UGRDM86MBIQ,Google Cloud Digital Leader Certification Course - Pass the Exam!,@scarlettina4573,UC_SIJWaH2XBr_U_Tw6RQGRg,"I have to take the exam next week but in my learning path there weren't all this info, just 6 modules. Can I use this course or I risk to confuse my mind?",Neutral,1,3,2024-06-12 12:40:24,US,27
UgzmdT0rnLjIFgXkDaV4AaABAg,ZP15lm7FXwQ,The Hunter Biden dam is about to burst: Devine,@peaceplease2793,UCikIDvdNKiDqAngwzwrq7Hw,Biden Actually thought like most Criminals he was Smarter than the. Law. Simple Career Criminals. Mistake.  !,Negative,0,0,2022-05-12 08:35:45,CA,25
UgwQlhHVN-Hu8aWdYaF4AaABAg,TloMiwQv1x4,This Guy Is Completely Crazy 🤯,@RichiePlayz5464,UCFWPJ6JtFTq9pr2JwzO8Yqg,Bro be playing GTA irl,Neutral,0,0,2025-01-12 20:37:06,IE,26
Ugy0dFIGfB2eUp81jup4AaABAg_aug,NKIz_X6kXQc,The perseverance of a single mother in a remote village to take care of her children #womenvillage,AugmentedUser,AugmentedCID,"Master, notice how Hamid is ungenerous with the chocolates. I hope in the future, you only provide him with his fair share, and give Sammi an equal portion because Tabeya won't. Moreover, please praise Sammi for his diligent work, because, like usual, his mother never does!",Negative,0,0,2025-02-04 01:28:40,CA,22
UgzVGEwXA9ehY44413x4AaABAg,k_IFUzH1odM,BUKING!!! Survey laban kay VP SARA minanipula!,@shirleygumangan697,UC5SdEoQMAQkQyVkCj8o4MLw,"Watching Hongkong OFW 

👊💚",Neutral,17,0,2025-01-17 01:30:54,PH,25
UgwfiRnq06IaNu-_6-Z4AaABAg,Kil2UI-Jfsw,وئام وهاب: باسيل وجعجع أكبر خاسرين في انتخاب عون وأحذر الرئيس من هذه العصابة – استوديو العرب,@NassarAlabdallah-q9n,UCM74Q6asVg_DzO7ig50Qj9Q,خليك مع ايران,Negative,10,0,2025-01-09 20:20:35,AU,25
Ugyy6Ml3SBJptAxVEr14AaABAg_aug,mrTTXq3D4mA,Taking a ski lift without ski's 😂🎿                🎥: N Strandanäs via ViralHog,AugmentedUser,AugmentedCID,"That's not teamwork; those are just incredibly stupid, filthy brats.",Negative,0,0,2025-02-04 04:08:41,IE,26
UgzhP-QBEQp5aNq_AkN4AaABAg,46dZH7LDbf8,Mock Google Coding Interview with a Meta Intern,@chair_smesh,UCHdLWDyKeBimemOjZRPmqyQ,You mentioned that you don’t actually use Google docs for coding interviews? What do you use a Google IDE? How do you draw out solutions on a Google online interview?,Neutral,8,2,2022-11-15 16:03:44,US,27
UgwOq-cNmNgm8xpv5Sp4AaABAg,YKNg42r9RPQ,Canada Has Fallen: Here's What It Means for the World,@revstrof1,UCoeGSKg1tmoVlU_WmuEPTgw,"Dear friend
I subscribed to your channel over one year. I am Brazilian middle class, and I´m transferring my savings to US dollars. Despite your advisory is best for me keep my savins in US dollars than anything else (I already got some bitcoin (satoshi)).
Undestand? So which bank is the most safety for me in US?
I already got an ITIN but not a green card.",Neutral,0,0,2025-01-08 20:02:30,CA,25
UgwTHHUJWLXbdit9Po54AaABAg,JmoFvtBBDJw,Can Twitch Chat defeat the literal smartest Ai in Geoguessr?,@SupCass,UCzhOSCNkiNYK9murcLG_UCA,The colombia guess hurt,Negative,0,0,2025-01-15 15:34:04,NZ,20
Ugx14dpzyDNLJCRl0gJ4AaABAg,3DGpGuK4NFA,Ben Shapiro Reacts to INSANE Woke Training Course,@Aleksandra-yg3sv,UCZplgcIIFJXTNUpUhvB1Ryg,Deangela wrote book about a problem bo not solution based on colour of the skin person is being guilty of all her Made up characteristic of behaviout,Negative,0,0,2024-04-29 17:01:49,US,25
